instruction,input,output
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: FALSE
Torso Forward: TRUE (46230ms, torso-hip: 57, ankle: 23, heel: 10)
Knees Forward: FALSE
Elbow Flaring: TRUE (0)
Depth: 66
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 46230ms: 57 degrees (threshold 45). Ankle: 23 degrees, heel distance: 10mm. Elbow angle: 0 degrees (acceptable range >30). Chest drops forward with insufficient core engagement, causing excessive forward lean. Elbow flaring happens when upper body stability is compromised. Depth: 66 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. Keep chest up and maintain upright torso position. Engage core muscles and strengthen upper back. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: FALSE
Torso Forward: TRUE (12337ms, torso-hip: 54, ankle: 31, heel: 18)
Knees Forward: FALSE
Elbow Flaring: TRUE (30)
Depth: 51
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 12337ms: 54 degrees (threshold 45). Ankle: 31 degrees, heel distance: 18mm. Elbow angle: 30 degrees (acceptable range >30). Chest drops forward with insufficient core engagement, causing excessive forward lean. Elbow flaring happens when upper body stability is compromised. Depth: 51 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. Keep chest up and maintain upright torso position. Engage core muscles and strengthen upper back. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: FALSE
Torso Forward: TRUE (58539ms, torso-hip: 50, ankle: 30, heel: 24)
Knees Forward: FALSE
Elbow Flaring: TRUE (23)
Depth: 68
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 58539ms: 50 degrees (threshold 45). Ankle: 30 degrees, heel distance: 24mm. Elbow angle: 23 degrees (acceptable range >30). Chest drops forward with insufficient core engagement, causing excessive forward lean. Elbow flaring happens when upper body stability is compromised. Depth: 68 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. Keep chest up and maintain upright torso position. Engage core muscles and strengthen upper back. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: FALSE
Torso Forward: TRUE (22277ms, torso-hip: 60, ankle: 33, heel: 10)
Knees Forward: FALSE
Elbow Flaring: TRUE (16)
Depth: 63
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 22277ms: 60 degrees (threshold 45). Ankle: 33 degrees, heel distance: 10mm. Elbow angle: 16 degrees (acceptable range >30). Chest drops forward with insufficient core engagement, causing excessive forward lean. Elbow flaring happens when upper body stability is compromised. Depth: 63 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. Keep chest up and maintain upright torso position. Engage core muscles and strengthen upper back. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: FALSE
Torso Forward: TRUE (45261ms, torso-hip: 50, ankle: 32, heel: 27)
Knees Forward: FALSE
Elbow Flaring: TRUE (22)
Depth: 51
Acceptable: FALSE","Torso too far forward. Keep chest up. ||| Torso forward at 45261ms: 50 degrees (threshold 45). Ankle: 32 degrees, heel distance: 27mm. Elbow angle: 22 degrees (acceptable range >30). Chest drops forward with insufficient core engagement, causing excessive forward lean. Elbow flaring happens when upper body stability is compromised. Depth: 51 degrees (acceptable range 75-90). This occurs when ankle mobility is limited or weight is too heavy, preventing full range of motion. Heels: on ground. Knees: behind toes. Keep chest up and maintain upright torso position. Engage core muscles and strengthen upper back. Keep elbows tucked in closer and point slightly downward. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (37532ms, torso-hip: 30, ankle: 29, heel: 43)
Torso Forward: FALSE
Knees Forward: TRUE (37532ms, torso-hip: 30, ankle: 29, heel: 43)
Elbow Flaring: FALSE
Depth: 81
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 37532ms: 43mm (threshold 30mm). Torso-hip: 30 degrees, ankle: 29 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 81 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (49784ms, torso-hip: 29, ankle: 55, heel: 33)
Torso Forward: FALSE
Knees Forward: TRUE (49784ms, torso-hip: 29, ankle: 55, heel: 33)
Elbow Flaring: FALSE
Depth: 75
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 49784ms: 33mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 55 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 75 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (41303ms, torso-hip: 28, ankle: 35, heel: 46)
Torso Forward: FALSE
Knees Forward: TRUE (41303ms, torso-hip: 28, ankle: 35, heel: 46)
Elbow Flaring: FALSE
Depth: 76
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 41303ms: 46mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 35 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 76 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (8126ms, torso-hip: 32, ankle: 35, heel: 41)
Torso Forward: FALSE
Knees Forward: TRUE (8126ms, torso-hip: 32, ankle: 35, heel: 41)
Elbow Flaring: FALSE
Depth: 81
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 8126ms: 41mm (threshold 30mm). Torso-hip: 32 degrees, ankle: 35 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 81 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (11983ms, torso-hip: 25, ankle: 37, heel: 33)
Torso Forward: FALSE
Knees Forward: TRUE (11983ms, torso-hip: 25, ankle: 37, heel: 33)
Elbow Flaring: FALSE
Depth: 81
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 11983ms: 33mm (threshold 30mm). Torso-hip: 25 degrees, ankle: 37 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 81 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (28743ms, torso-hip: 35, ankle: 44, heel: 40)
Torso Forward: FALSE
Knees Forward: TRUE (28743ms, torso-hip: 35, ankle: 44, heel: 40)
Elbow Flaring: FALSE
Depth: 76
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 28743ms: 40mm (threshold 30mm). Torso-hip: 35 degrees, ankle: 44 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 76 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (30817ms, torso-hip: 27, ankle: 38, heel: 48)
Torso Forward: FALSE
Knees Forward: TRUE (30817ms, torso-hip: 27, ankle: 38, heel: 48)
Elbow Flaring: FALSE
Depth: 82
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 30817ms: 48mm (threshold 30mm). Torso-hip: 27 degrees, ankle: 38 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 82 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (24679ms, torso-hip: 26, ankle: 30, heel: 43)
Torso Forward: FALSE
Knees Forward: TRUE (24679ms, torso-hip: 26, ankle: 30, heel: 43)
Elbow Flaring: FALSE
Depth: 88
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 24679ms: 43mm (threshold 30mm). Torso-hip: 26 degrees, ankle: 30 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 88 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (23495ms, torso-hip: 34, ankle: 29, heel: 38)
Torso Forward: FALSE
Knees Forward: TRUE (23495ms, torso-hip: 34, ankle: 29, heel: 38)
Elbow Flaring: FALSE
Depth: 80
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 23495ms: 38mm (threshold 30mm). Torso-hip: 34 degrees, ankle: 29 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 80 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (19677ms, torso-hip: 35, ankle: 50, heel: 36)
Torso Forward: FALSE
Knees Forward: TRUE (19677ms, torso-hip: 35, ankle: 50, heel: 36)
Elbow Flaring: FALSE
Depth: 83
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 19677ms: 36mm (threshold 30mm). Torso-hip: 35 degrees, ankle: 50 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 83 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (31142ms, torso-hip: 27, ankle: 40, heel: 45)
Torso Forward: FALSE
Knees Forward: TRUE (31142ms, torso-hip: 27, ankle: 40, heel: 45)
Elbow Flaring: FALSE
Depth: 85
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 31142ms: 45mm (threshold 30mm). Torso-hip: 27 degrees, ankle: 40 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 85 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (43521ms, torso-hip: 25, ankle: 55, heel: 38)
Torso Forward: FALSE
Knees Forward: TRUE (43521ms, torso-hip: 25, ankle: 55, heel: 38)
Elbow Flaring: FALSE
Depth: 79
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 43521ms: 38mm (threshold 30mm). Torso-hip: 25 degrees, ankle: 55 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 79 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (20754ms, torso-hip: 29, ankle: 29, heel: 41)
Torso Forward: FALSE
Knees Forward: TRUE (20754ms, torso-hip: 29, ankle: 29, heel: 41)
Elbow Flaring: FALSE
Depth: 77
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 20754ms: 41mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 29 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 77 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (59799ms, torso-hip: 28, ankle: 31, heel: 32)
Torso Forward: FALSE
Knees Forward: TRUE (59799ms, torso-hip: 28, ankle: 31, heel: 32)
Elbow Flaring: FALSE
Depth: 86
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 59799ms: 32mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 31 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 86 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (44047ms, torso-hip: 34, ankle: 47, heel: 34)
Torso Forward: FALSE
Knees Forward: TRUE (44047ms, torso-hip: 34, ankle: 47, heel: 34)
Elbow Flaring: FALSE
Depth: 76
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 44047ms: 34mm (threshold 30mm). Torso-hip: 34 degrees, ankle: 47 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 76 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (43384ms, torso-hip: 28, ankle: 57, heel: 33)
Torso Forward: FALSE
Knees Forward: TRUE (43384ms, torso-hip: 28, ankle: 57, heel: 33)
Elbow Flaring: FALSE
Depth: 81
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 43384ms: 33mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 57 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 81 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (36698ms, torso-hip: 28, ankle: 51, heel: 38)
Torso Forward: FALSE
Knees Forward: TRUE (36698ms, torso-hip: 28, ankle: 51, heel: 38)
Elbow Flaring: FALSE
Depth: 76
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 36698ms: 38mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 51 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 76 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (53965ms, torso-hip: 29, ankle: 43, heel: 37)
Torso Forward: FALSE
Knees Forward: TRUE (53965ms, torso-hip: 29, ankle: 43, heel: 37)
Elbow Flaring: FALSE
Depth: 84
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 53965ms: 37mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 43 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 84 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (28302ms, torso-hip: 30, ankle: 51, heel: 33)
Torso Forward: FALSE
Knees Forward: TRUE (28302ms, torso-hip: 30, ankle: 51, heel: 33)
Elbow Flaring: FALSE
Depth: 75
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 28302ms: 33mm (threshold 30mm). Torso-hip: 30 degrees, ankle: 51 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 75 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (48342ms, torso-hip: 25, ankle: 43, heel: 37)
Torso Forward: FALSE
Knees Forward: TRUE (48342ms, torso-hip: 25, ankle: 43, heel: 37)
Elbow Flaring: FALSE
Depth: 80
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 48342ms: 37mm (threshold 30mm). Torso-hip: 25 degrees, ankle: 43 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 80 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (37245ms, torso-hip: 28, ankle: 46, heel: 45)
Torso Forward: FALSE
Knees Forward: TRUE (37245ms, torso-hip: 28, ankle: 46, heel: 45)
Elbow Flaring: FALSE
Depth: 75
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 37245ms: 45mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 46 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 75 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (56002ms, torso-hip: 35, ankle: 56, heel: 42)
Torso Forward: FALSE
Knees Forward: TRUE (56002ms, torso-hip: 35, ankle: 56, heel: 42)
Elbow Flaring: FALSE
Depth: 83
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 56002ms: 42mm (threshold 30mm). Torso-hip: 35 degrees, ankle: 56 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 83 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (10125ms, torso-hip: 27, ankle: 57, heel: 46)
Torso Forward: FALSE
Knees Forward: TRUE (10125ms, torso-hip: 27, ankle: 57, heel: 46)
Elbow Flaring: FALSE
Depth: 88
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 10125ms: 46mm (threshold 30mm). Torso-hip: 27 degrees, ankle: 57 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 88 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (30277ms, torso-hip: 29, ankle: 56, heel: 46)
Torso Forward: FALSE
Knees Forward: TRUE (30277ms, torso-hip: 29, ankle: 56, heel: 46)
Elbow Flaring: FALSE
Depth: 88
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 30277ms: 46mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 56 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 88 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (35477ms, torso-hip: 34, ankle: 29, heel: 49)
Torso Forward: FALSE
Knees Forward: TRUE (35477ms, torso-hip: 34, ankle: 29, heel: 49)
Elbow Flaring: FALSE
Depth: 77
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 35477ms: 49mm (threshold 30mm). Torso-hip: 34 degrees, ankle: 29 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 77 degrees (acceptable). Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (41829ms, torso-hip: 28, ankle: 56, heel: 35)
Torso Forward: FALSE
Knees Forward: TRUE (41829ms, torso-hip: 28, ankle: 56, heel: 35)
Elbow Flaring: FALSE
Depth: 49
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 41829ms: 35mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 56 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 49 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (8674ms, torso-hip: 34, ankle: 39, heel: 48)
Torso Forward: FALSE
Knees Forward: TRUE (8674ms, torso-hip: 34, ankle: 39, heel: 48)
Elbow Flaring: FALSE
Depth: 66
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 8674ms: 48mm (threshold 30mm). Torso-hip: 34 degrees, ankle: 39 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 66 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
